Name,Age,Country,Role,Matches,Experience ( in Yrs),Runs,Strike_Rate,Wickets,Economy,Average,Team_Preference,Auction_Price ( in Cr )
Arjun Iyer,41,West Indies,Allrounder,236,11,8104,139.4,344,7.09,27.38,PBKS,7.0
Irfan Sharma,42,Sri Lanka,Bowler,154,8,1344,96.8,601,7.2,49.53,RR,1.0
Amit Mehta,27,Australia,Wicketkeeper,133,8,4924,122.6,0,0.0,27.62,SRH,2.0
Sameer Yadav,35,India,Bowler,238,8,403,152.2,794,4.51,22.54,LSG,1.0
Manoj Deshmukh,35,South Africa,Allrounder,424,17,3950,115.9,81,5.7,41.71,RR,12.0
Sameer Kulkarni,25,England,Wicketkeeper,59,2,3432,127.7,0,0.0,24.4,MI,1.0
Sandeep Reddy,31,India,Wicketkeeper,147,7,8568,112.4,0,0.0,28.36,LSG,2.0
Karthik Khan,21,South Africa,Bowler,48,2,876,119.7,495,4.81,44.64,LSG,10.0
Vikas Mehta,31,England,Allrounder,70,4,6398,117.0,207,5.76,33.68,RCB,7.0
Rahul Patel,36,India,Batter,233,13,11853,152.3,13,9.42,48.0,MI,0.5
Sameer Shetty,33,India,Batter,225,15,10720,99.1,5,6.85,31.09,RCB,7.0
Irfan Singh,19,India,Allrounder,16,1,2853,125.4,497,5.93,47.22,DC,2.0
Amit Mehta,27,India,Batter,168,6,3003,145.7,6,9.0,32.59,MI,2.0
Rahul Verma,23,Australia,Wicketkeeper,99,4,11119,136.2,0,0.0,30.95,PBKS,0.5
Rahul Naidu,20,Australia,Bowler,35,2,2635,137.1,874,4.23,20.34,PBKS,0.2
Karthik Mehta,40,Australia,Batter,271,17,9445,114.8,10,7.43,44.27,KKR,5.0
Harshit Naidu,39,West Indies,Wicketkeeper,129,6,7311,141.0,0,0.0,30.64,DC,2.0
Harshit Khan,38,Australia,Wicketkeeper,365,13,7851,143.7,0,0.0,30.29,KKR,2.0
Sandeep Deshmukh,24,India,Wicketkeeper,32,2,3462,121.8,0,0.0,45.45,RCB,5.0
Rahul Naidu,36,India,Bowler,106,4,300,154.2,369,6.63,27.88,RCB,7.0
Nikhil Yadav,42,South Africa,Allrounder,269,11,2504,131.6,369,7.32,52.03,LSG,0.5
Sameer Deshmukh,39,Sri Lanka,Allrounder,287,18,4483,140.1,120,5.55,39.89,KKR,3.0
Rahul Sharma,30,Australia,Allrounder,84,4,3028,123.5,456,5.96,31.68,CSK,0.5
Harshit Deshmukh,33,Sri Lanka,Wicketkeeper,137,8,7856,129.8,0,0.0,51.12,DC,5.0
Pranav Singh,41,India,Wicketkeeper,348,23,5189,129.2,0,0.0,42.11,PBKS,5.0
Karthik Khan,26,India,Batter,110,7,5299,98.1,7,7.82,28.15,DC,12.0
Sameer Yadav,34,South Africa,Allrounder,249,16,7814,113.6,44,6.72,26.36,RCB,0.2
Harshit Mehta,38,England,Allrounder,180,12,2356,114.4,287,6.76,29.03,DC,0.2
Vikas Iyer,42,West Indies,Bowler,395,17,2174,103.0,480,5.76,52.47,DC,1.0
Harshit Deshmukh,34,Sri Lanka,Wicketkeeper,197,7,11464,147.1,0,0.0,44.77,CSK,1.0
Amit Verma,27,India,Wicketkeeper,239,9,3528,101.4,0,0.0,47.16,DC,1.0
Sameer Naidu,33,India,Wicketkeeper,290,14,6151,143.5,0,0.0,46.87,PBKS,10.0
Sameer Kulkarni,32,India,Allrounder,149,5,3581,133.6,242,5.4,49.2,CSK,1.0
Amit Yadav,26,India,Bowler,27,1,9,133.8,520,6.19,36.04,LSG,1.0
Arjun Malik,19,South Africa,Allrounder,15,1,5610,97.1,484,6.85,42.36,GT,5.0
Harshit Mehta,41,Sri Lanka,Allrounder,612,21,3248,121.1,313,5.29,30.24,CSK,2.0
Harshit Patel,39,South Africa,Allrounder,438,18,2951,103.0,319,6.91,44.21,KKR,7.0
Pranav Reddy,38,England,Batter,187,7,7023,104.8,15,8.78,23.65,MI,0.2
Sameer Deshmukh,18,India,Bowler,24,1,2751,147.6,343,4.55,38.49,SRH,2.0
Vikas Deshmukh,31,England,Wicketkeeper,51,3,7231,123.0,0,0.0,23.73,RCB,0.2
Rahul Iyer,27,India,Batter,196,9,4081,147.1,8,8.27,48.99,MI,0.2
Ankit Patel,23,West Indies,Wicketkeeper,29,1,10868,132.6,0,0.0,22.63,GT,10.0
Harshit Patel,21,India,Allrounder,41,2,2945,98.0,238,5.39,29.01,DC,0.5
Aditya Sharma,24,India,Allrounder,83,5,2829,110.6,114,5.47,33.48,PBKS,3.0
Karthik Khan,28,India,Bowler,66,3,3495,131.6,478,7.58,49.22,DC,2.0
Harshit Chopra,42,India,Batter,252,14,6115,101.8,15,8.49,45.76,RR,1.5
Aditya Yadav,42,West Indies,Batter,519,19,9345,133.3,10,6.96,31.93,LSG,10.0
Sameer Sharma,38,Sri Lanka,Bowler,228,12,15,110.8,664,7.79,29.77,CSK,0.2
Pranav Singh,29,India,Allrounder,25,1,8561,96.5,277,8.26,44.38,RR,5.0
Nikhil Chopra,20,India,Batter,19,1,10756,145.2,15,8.54,54.11,GT,12.0
Nikhil Shetty,35,England,Batter,227,11,8112,98.9,13,9.41,48.76,CSK,3.0
Amit Verma,27,Australia,Batter,27,1,5507,133.8,8,8.26,24.49,RCB,10.0
Arjun Singh,28,Sri Lanka,Batter,144,7,7912,153.9,13,8.28,51.91,MI,0.2
Ankit Iyer,18,India,Allrounder,18,1,4469,97.4,98,6.54,32.68,MI,2.0
Ankit Khan,21,India,Allrounder,48,2,3239,137.1,338,7.89,36.08,MI,1.0
Rohan Verma,20,West Indies,Batter,17,1,14678,120.6,9,6.19,36.42,GT,5.0
Sameer Reddy,35,Australia,Batter,257,10,4523,133.5,10,9.25,30.91,CSK,15.0
Rahul Patel,26,India,Bowler,18,1,3651,99.0,568,6.0,54.04,PBKS,1.0
Manoj Chopra,19,Australia,Allrounder,20,1,6340,123.7,327,6.26,32.43,MI,5.0
Sandeep Iyer,25,India,Allrounder,15,1,5352,134.7,151,7.39,45.04,PBKS,0.5
Sandeep Deshmukh,41,India,Bowler,553,23,21,113.9,777,5.02,24.38,GT,3.0
Karthik Chopra,34,India,Bowler,245,9,864,97.4,707,6.49,40.92,KKR,2.0
Irfan Chopra,39,England,Bowler,229,13,1656,148.4,684,7.3,35.72,SRH,12.0
Rohan Yadav,31,India,Allrounder,257,10,3588,99.6,371,6.61,43.48,PBKS,3.0
Rahul Reddy,37,India,Batter,431,16,7144,109.7,4,8.87,34.75,PBKS,1.5
Pranav Yadav,36,India,Batter,119,6,7095,147.6,1,8.94,28.51,RCB,0.2
Sandeep Yadav,41,India,Wicketkeeper,81,3,2546,128.0,0,0.0,26.74,SRH,0.5
Irfan Deshmukh,38,South Africa,Batter,118,7,8592,149.7,6,6.36,48.72,CSK,1.0
Aditya Kulkarni,32,England,Bowler,65,3,1683,97.9,467,6.89,49.53,MI,1.0
Karthik Kulkarni,39,India,Allrounder,360,17,4688,115.5,220,6.53,39.13,KKR,7.0
Karthik Naidu,24,South Africa,Bowler,96,6,1032,140.4,83,4.35,40.39,SRH,3.0
Amit Shetty,31,Sri Lanka,Bowler,187,8,1184,106.3,288,4.71,26.45,CSK,3.0
Sandeep Verma,31,India,Allrounder,43,2,7800,130.3,47,5.2,49.41,SRH,0.2
Nikhil Naidu,33,Australia,Batter,359,13,6675,97.9,14,6.06,40.05,DC,10.0
Irfan Naidu,24,Australia,Allrounder,110,6,5435,114.6,152,7.87,32.24,RR,5.0
Harshit Yadav,32,South Africa,Batter,59,3,12039,111.5,4,8.09,20.93,LSG,0.2
Arjun Verma,21,Australia,Allrounder,57,2,6892,132.5,304,7.57,40.33,MI,5.0
Rahul Mehta,27,India,Batter,141,7,7130,135.5,7,8.6,27.21,MI,3.0
Pranav Naidu,42,India,Bowler,406,22,3926,102.6,100,5.34,24.54,GT,0.2
Nikhil Singh,28,Sri Lanka,Wicketkeeper,184,9,5569,135.6,0,0.0,50.05,CSK,2.0
Aditya Shetty,21,Australia,Allrounder,89,3,8091,132.7,179,8.37,26.44,RR,2.0
Pranav Malik,36,England,Wicketkeeper,117,7,8724,101.3,0,0.0,48.45,PBKS,0.5
Sameer Yadav,33,India,Bowler,236,10,1461,132.1,562,6.2,47.35,DC,12.0
Karthik Yadav,42,West Indies,Allrounder,122,8,7150,145.1,79,7.46,21.97,RR,7.0
Vikas Reddy,21,India,Bowler,74,3,1689,146.1,627,6.84,30.01,CSK,5.0
Pranav Chopra,41,India,Batter,59,3,6514,113.8,6,8.24,53.53,LSG,2.0
Rohan Sharma,29,South Africa,Batter,33,2,7594,129.8,14,6.12,25.83,PBKS,2.0
Sameer Yadav,24,India,Allrounder,17,1,8097,105.6,168,7.49,28.24,PBKS,5.0
Amit Naidu,37,West Indies,Bowler,355,18,2692,149.9,855,5.88,27.41,SRH,3.0
Irfan Yadav,40,England,Wicketkeeper,18,1,3953,103.7,0,0.0,46.56,RR,0.2
Amit Reddy,34,England,Allrounder,216,8,5205,149.7,324,6.75,25.13,DC,2.0
Aditya Patel,40,India,Batter,175,6,7509,109.0,6,8.26,25.49,PBKS,7.0
Aditya Sharma,23,India,Bowler,56,2,856,130.6,282,6.6,46.42,RCB,2.0
Amit Kulkarni,22,India,Wicketkeeper,84,3,4703,113.6,0,0.0,35.68,LSG,0.2
Ankit Kulkarni,19,South Africa,Bowler,19,1,2817,154.0,144,5.54,30.23,SRH,7.0
Amit Iyer,23,India,Wicketkeeper,94,4,5368,112.7,0,0.0,32.41,DC,0.5
Rahul Shetty,39,India,Batter,228,14,5518,110.1,13,7.98,52.04,RCB,1.0
Aditya Malik,21,Australia,Bowler,52,2,2130,148.7,810,5.01,23.62,RCB,0.5
Sameer Naidu,35,West Indies,Allrounder,365,17,5178,149.4,257,7.3,25.91,RCB,1.5
Rohan Singh,23,India,Wicketkeeper,77,5,5715,153.1,0,0.0,35.85,SRH,5.0
Harshit Chopra,30,India,Wicketkeeper,149,5,4389,151.7,0,0.0,43.69,LSG,2.0
Vikas Deshmukh,40,India,Batter,146,5,10853,106.3,12,7.06,30.63,GT,0.5
Amit Chopra,38,West Indies,Bowler,403,19,3272,103.6,209,4.35,23.66,RCB,10.0
Vikas Chopra,25,India,Batter,25,1,11602,142.7,2,7.48,24.95,GT,10.0
Arjun Iyer,26,India,Allrounder,129,5,5518,133.6,475,5.46,26.9,RCB,10.0
Aditya Kulkarni,24,West Indies,Bowler,34,2,2559,105.0,532,4.37,52.33,MI,1.0
Aditya Shetty,20,Sri Lanka,Batter,35,2,14163,116.2,8,8.88,42.95,DC,2.0
Harshit Sharma,28,India,Batter,15,1,4370,135.6,10,7.88,43.89,CSK,15.0
Rahul Deshmukh,23,Sri Lanka,Batter,87,5,10192,111.0,11,8.2,21.37,KKR,7.0
Ankit Singh,19,India,Bowler,24,1,3082,148.5,379,5.73,39.93,RR,0.2
Arjun Malik,26,West Indies,Batter,75,3,7705,154.5,15,8.91,25.73,RCB,0.2
Sandeep Malik,34,West Indies,Bowler,84,3,3228,135.5,123,6.63,54.3,SRH,2.0
Amit Chopra,28,Sri Lanka,Wicketkeeper,108,7,3223,154.1,0,0.0,44.03,RR,10.0
Pranav Verma,37,South Africa,Batter,41,2,13431,142.9,10,6.85,23.75,KKR,3.0
Arjun Iyer,20,South Africa,Allrounder,48,2,2507,149.6,160,7.73,33.4,RR,2.0
Arjun Yadav,31,England,Allrounder,87,3,1901,120.8,227,7.21,35.32,DC,0.2
Aditya Sharma,27,India,Wicketkeeper,85,3,10196,113.6,0,0.0,46.67,GT,5.0
Vikas Reddy,19,West Indies,Bowler,29,1,2531,151.4,443,7.56,26.12,PBKS,7.0
Rahul Sharma,18,India,Bowler,18,1,3544,139.2,481,7.32,28.85,SRH,1.5
Rohan Kulkarni,26,India,Batter,47,2,10760,111.1,15,6.24,51.93,SRH,7.0
Manoj Deshmukh,25,West Indies,Bowler,83,5,1637,138.3,354,6.41,29.0,KKR,12.0
Sandeep Deshmukh,25,Australia,Batter,53,2,5799,96.7,9,8.52,33.14,RR,0.5
Amit Yadav,31,India,Bowler,122,5,2958,103.8,822,6.38,48.81,RR,3.0
Rahul Verma,34,India,Bowler,328,14,3577,134.1,121,4.89,34.18,SRH,1.0
Sandeep Singh,30,Australia,Wicketkeeper,80,5,5557,130.8,0,0.0,23.76,DC,7.0
Ankit Chopra,30,Australia,Allrounder,72,4,8589,149.6,413,5.06,29.44,RCB,3.0
Manoj Verma,18,Australia,Wicketkeeper,24,1,10904,144.2,0,0.0,54.98,RR,3.0
Harshit Yadav,36,England,Batter,378,17,12110,110.9,5,6.74,43.2,MI,7.0
Karthik Mehta,26,England,Bowler,94,6,1186,149.9,783,7.67,37.6,CSK,1.5
Vikas Yadav,38,India,Allrounder,54,2,8249,103.1,221,7.78,54.21,KKR,10.0
Nikhil Singh,24,South Africa,Allrounder,103,5,8108,104.8,112,8.38,30.48,MI,3.0
Aditya Mehta,21,West Indies,Batter,29,1,14816,111.3,3,6.35,48.56,LSG,0.5
Vikas Mehta,35,India,Bowler,45,2,887,100.3,217,5.44,31.98,MI,5.0
Vikas Sharma,30,India,Allrounder,184,11,2187,132.8,424,8.43,34.57,RR,7.0
Harshit Singh,37,India,Wicketkeeper,491,17,10703,105.0,0,0.0,54.52,RR,1.0
Amit Khan,31,India,Batter,201,13,3481,111.9,3,8.87,22.45,RCB,7.0
Arjun Iyer,28,West Indies,Batter,106,7,7004,102.2,12,6.2,40.33,PBKS,10.0
Rohan Deshmukh,28,India,Wicketkeeper,212,8,9307,150.7,0,0.0,37.39,SRH,1.0
Ankit Mehta,18,India,Wicketkeeper,16,1,3749,145.6,0,0.0,35.61,DC,15.0
Irfan Chopra,27,Australia,Batter,33,2,11834,138.9,9,8.48,26.09,PBKS,0.5
Arjun Naidu,25,India,Wicketkeeper,48,2,4782,116.7,0,0.0,42.31,DC,0.5
Sandeep Malik,42,India,Bowler,365,14,2465,116.7,597,4.27,38.72,RCB,0.5
Karthik Verma,22,England,Bowler,28,1,314,123.5,174,7.79,48.56,DC,10.0
Sandeep Chopra,26,South Africa,Allrounder,16,1,8295,142.8,227,6.51,40.84,GT,5.0
Vikas Naidu,38,South Africa,Allrounder,28,1,7977,119.7,420,8.1,41.15,RR,0.5
Aditya Iyer,19,India,Batter,16,1,6161,120.0,1,8.21,25.05,RR,2.0
Manoj Reddy,34,India,Allrounder,209,7,8637,96.0,430,5.33,50.57,PBKS,3.0
Pranav Naidu,18,England,Bowler,21,1,409,107.7,259,4.9,45.76,MI,0.2
Sameer Singh,42,India,Allrounder,209,7,5020,125.4,300,6.12,25.69,DC,10.0
Nikhil Patel,35,Sri Lanka,Wicketkeeper,144,6,11697,152.6,0,0.0,49.81,LSG,7.0
Arjun Malik,38,Australia,Bowler,80,5,474,119.4,327,7.28,46.68,SRH,2.0
Harshit Chopra,27,India,Batter,222,9,7889,95.5,7,6.5,20.7,LSG,12.0
Manoj Sharma,33,India,Bowler,375,14,1533,122.3,709,6.23,38.13,KKR,2.0
Rahul Kulkarni,41,Sri Lanka,Batter,104,4,14369,120.4,0,6.03,45.13,DC,15.0
Nikhil Mehta,37,Australia,Allrounder,39,2,6202,138.9,133,6.55,28.16,MI,5.0
Nikhil Shetty,18,South Africa,Allrounder,28,1,7780,130.3,359,7.85,27.38,RCB,3.0
Irfan Chopra,36,Sri Lanka,Allrounder,217,13,8783,132.7,307,5.83,49.05,PBKS,0.5
Nikhil Reddy,27,India,Allrounder,54,3,4206,110.5,329,6.45,50.35,PBKS,10.0
Harshit Chopra,21,India,Batter,60,2,5869,121.9,6,8.34,37.08,SRH,2.0
Rohan Shetty,21,South Africa,Bowler,27,1,2309,132.6,653,4.78,32.56,RCB,0.5
Arjun Naidu,19,South Africa,Batter,18,1,10490,123.8,13,9.48,37.01,RCB,0.2
Aditya Yadav,18,West Indies,Bowler,22,1,2129,150.0,701,6.15,48.03,SRH,3.0
Pranav Yadav,25,India,Allrounder,87,3,8848,138.1,327,6.58,40.52,GT,3.0
Irfan Sharma,42,South Africa,Allrounder,18,1,2667,106.5,395,6.72,36.24,DC,5.0
Amit Chopra,36,South Africa,Allrounder,361,14,7751,149.9,223,5.86,31.74,RCB,10.0
Pranav Verma,35,West Indies,Wicketkeeper,123,5,11886,152.1,0,0.0,38.66,MI,0.2
Pranav Patel,30,India,Wicketkeeper,161,6,10395,132.9,0,0.0,39.0,KKR,5.0
Harshit Yadav,31,England,Bowler,48,2,1379,117.5,848,4.49,23.47,GT,0.5
Harshit Verma,21,West Indies,Bowler,34,2,985,121.8,681,6.37,47.23,RR,7.0
Pranav Khan,42,India,Allrounder,192,10,5419,104.9,425,5.77,34.22,CSK,7.0
Pranav Malik,25,South Africa,Batter,27,1,9378,137.6,2,9.24,34.66,GT,3.0
Arjun Yadav,19,India,Wicketkeeper,21,1,7986,126.0,0,0.0,22.95,MI,5.0
Manoj Chopra,18,Australia,Batter,17,1,7801,135.0,2,9.45,29.99,CSK,1.0
Karthik Reddy,41,West Indies,Batter,215,11,12543,101.6,14,8.05,53.8,RCB,2.0
Amit Deshmukh,38,India,Bowler,373,14,1146,133.9,356,4.66,28.59,DC,7.0
Karthik Mehta,18,South Africa,Wicketkeeper,20,1,3453,138.1,0,0.0,47.19,SRH,2.0
Aditya Reddy,40,India,Bowler,377,15,561,131.9,432,6.56,51.24,RR,1.5
Aditya Kulkarni,18,South Africa,Wicketkeeper,16,1,5137,99.7,0,0.0,31.58,LSG,2.0
Amit Reddy,36,West Indies,Allrounder,61,3,2050,154.3,139,5.87,33.63,GT,7.0
Vikas Patel,24,England,Wicketkeeper,41,2,5305,139.0,0,0.0,43.97,RCB,1.5
Rahul Naidu,24,India,Wicketkeeper,74,3,2674,107.7,0,0.0,28.36,GT,0.5
Rahul Mehta,24,India,Batter,42,2,4845,119.7,7,6.98,28.2,RCB,5.0
Irfan Chopra,42,India,Bowler,329,14,2030,147.8,639,4.07,53.8,DC,7.0
Rahul Yadav,36,Sri Lanka,Wicketkeeper,199,12,11432,115.5,0,0.0,31.85,KKR,0.2
Nikhil Sharma,27,England,Allrounder,81,5,2653,135.8,482,5.02,48.89,RCB,1.0
Irfan Patel,30,Australia,Batter,111,5,3866,104.6,7,6.51,47.65,RR,0.5
Irfan Patel,32,Sri Lanka,Allrounder,94,4,2387,97.7,112,7.16,41.79,RR,1.5
Pranav Chopra,32,India,Wicketkeeper,199,12,2729,113.5,0,0.0,32.91,RCB,2.0
Sameer Malik,23,West Indies,Wicketkeeper,20,1,4176,141.2,0,0.0,48.38,PBKS,5.0
Arjun Khan,38,India,Allrounder,178,7,5973,151.8,214,6.4,34.23,RR,5.0
Vikas Shetty,41,India,Wicketkeeper,463,16,11336,141.3,0,0.0,36.94,RR,3.0
Arjun Kulkarni,25,South Africa,Bowler,15,1,1386,149.5,314,7.41,23.06,DC,1.5
Karthik Shetty,36,West Indies,Batter,409,15,13430,144.5,13,9.28,47.7,PBKS,7.0
Karthik Naidu,30,South Africa,Batter,292,11,6865,143.3,12,6.7,49.75,CSK,2.0
Ankit Shetty,34,South Africa,Batter,144,5,5353,152.1,2,7.01,21.75,CSK,12.0
Vikas Kulkarni,39,England,Bowler,176,6,652,127.3,168,4.57,40.15,DC,3.0
Amit Shetty,30,West Indies,Allrounder,279,11,2359,96.0,391,7.26,53.61,DC,0.5
Aditya Patel,26,India,Bowler,114,7,2337,103.6,222,4.17,20.49,GT,5.0
Karthik Shetty,28,India,Wicketkeeper,292,10,11253,129.0,0,0.0,52.63,PBKS,1.5
Vikas Reddy,42,West Indies,Allrounder,477,22,7917,144.4,319,7.33,20.46,PBKS,5.0
Sameer Khan,18,England,Bowler,16,1,3896,122.6,699,6.06,37.46,CSK,0.2
Aditya Mehta,40,West Indies,Wicketkeeper,157,8,4629,99.3,0,0.0,43.96,SRH,0.5
Pranav Patel,27,England,Batter,147,6,13257,140.9,14,7.76,36.99,SRH,7.0
Rahul Singh,42,India,Wicketkeeper,58,2,11412,104.0,0,0.0,42.69,RCB,1.0
Karthik Yadav,30,India,Wicketkeeper,123,8,9905,105.3,0,0.0,50.53,GT,7.0
Nikhil Patel,26,Sri Lanka,Batter,183,7,11719,104.4,15,8.15,53.68,LSG,1.0
Irfan Mehta,30,South Africa,Bowler,264,9,2036,99.4,815,5.97,41.94,PBKS,5.0
Arjun Mehta,22,Sri Lanka,Allrounder,53,2,1812,143.2,444,5.89,48.62,KKR,5.0
Pranav Chopra,38,South Africa,Allrounder,365,18,7089,125.1,360,8.43,35.92,CSK,2.0
Aditya Verma,25,England,Batter,69,3,9241,102.9,10,8.64,39.14,CSK,1.0
Amit Kulkarni,39,India,Batter,296,15,11876,100.4,5,7.91,34.63,MI,0.5
Irfan Singh,42,Australia,Allrounder,453,24,5789,146.4,241,7.99,23.47,SRH,0.2
Vikas Iyer,32,Australia,Wicketkeeper,197,10,6540,100.4,0,0.0,29.19,DC,1.0
Harshit Reddy,38,India,Allrounder,144,5,8885,102.7,333,8.06,45.2,KKR,5.0
Sandeep Verma,21,England,Wicketkeeper,35,2,11233,101.1,0,0.0,41.81,MI,10.0
Sandeep Khan,42,South Africa,Wicketkeeper,207,11,11928,116.4,0,0.0,47.61,DC,10.0
Irfan Deshmukh,23,England,Bowler,93,4,2490,133.4,880,4.89,28.25,KKR,7.0
Vikas Malik,39,India,Batter,323,12,14642,147.4,12,8.5,24.44,GT,7.0
Pranav Naidu,29,Australia,Batter,139,6,12153,130.6,10,9.03,24.45,GT,5.0
Harshit Kulkarni,18,Australia,Wicketkeeper,22,1,2624,120.7,0,0.0,25.63,SRH,1.0
Sameer Kulkarni,24,India,Batter,52,3,10884,140.5,15,8.45,23.7,GT,10.0
Arjun Malik,23,India,Bowler,23,1,3249,143.9,118,5.92,52.77,DC,5.0
Manoj Verma,20,England,Bowler,39,2,1858,152.0,190,5.95,38.75,MI,3.0
Rahul Yadav,28,England,Bowler,169,6,3629,145.9,299,5.5,37.25,RCB,0.2
Vikas Shetty,31,Sri Lanka,Batter,228,8,8198,124.4,1,7.65,49.64,RR,2.0
Aditya Malik,18,Australia,Bowler,17,1,144,119.2,874,7.16,31.67,MI,2.0
Manoj Mehta,29,India,Wicketkeeper,89,3,11080,124.5,0,0.0,40.05,GT,10.0
Nikhil Deshmukh,33,Sri Lanka,Batter,136,9,7451,142.6,11,6.83,37.03,RCB,3.0
Manoj Iyer,22,England,Allrounder,47,2,8128,101.4,454,6.17,28.36,RCB,1.5
Amit Singh,42,West Indies,Wicketkeeper,316,14,9869,152.0,0,0.0,30.68,PBKS,12.0
Rohan Malik,35,India,Allrounder,351,15,7284,122.6,212,5.59,30.75,RCB,0.2
Arjun Kulkarni,34,South Africa,Allrounder,258,11,8025,114.4,483,5.12,39.04,DC,2.0
Sandeep Chopra,28,Australia,Allrounder,180,10,2179,116.4,455,6.93,35.66,RCB,0.2
Amit Iyer,40,India,Allrounder,220,14,2777,117.6,450,8.38,29.04,CSK,5.0
Nikhil Kulkarni,27,India,Bowler,120,6,537,122.5,738,4.93,46.58,KKR,10.0
Rahul Yadav,21,England,Allrounder,40,2,5436,137.6,57,5.72,20.74,CSK,1.0
Arjun Deshmukh,34,India,Wicketkeeper,141,7,7468,120.1,0,0.0,47.16,RCB,7.0
Manoj Mehta,27,Sri Lanka,Wicketkeeper,171,9,10685,115.3,0,0.0,39.73,PBKS,1.0
Karthik Khan,40,Australia,Wicketkeeper,202,8,9271,107.3,0,0.0,45.97,LSG,10.0
Ankit Malik,22,India,Bowler,26,1,1179,146.2,294,4.2,26.94,GT,5.0
Aditya Chopra,20,India,Bowler,21,1,3425,116.2,144,7.32,45.29,MI,7.0
Sameer Malik,22,Australia,Bowler,49,2,379,149.4,140,5.21,24.43,CSK,0.2
Sameer Patel,30,India,Batter,286,12,7299,124.6,15,6.62,22.87,GT,12.0
Ankit Sharma,23,India,Wicketkeeper,54,2,10227,106.8,0,0.0,53.03,GT,5.0
Pranav Naidu,30,India,Batter,224,9,10865,117.6,14,9.42,52.32,RCB,1.0
Arjun Kulkarni,28,Sri Lanka,Allrounder,92,5,4604,111.2,119,6.91,44.58,SRH,7.0
Sandeep Mehta,36,West Indies,Allrounder,56,2,7853,154.3,477,7.31,29.28,MI,1.0
Sameer Kulkarni,39,India,Wicketkeeper,411,15,4175,135.3,0,0.0,21.82,GT,10.0
Aditya Naidu,30,Sri Lanka,Bowler,20,1,259,95.2,548,4.43,54.98,MI,0.2
Karthik Shetty,39,India,Bowler,108,7,1334,142.2,266,7.05,37.84,KKR,5.0
Aditya Reddy,23,India,Bowler,53,2,1749,104.1,898,5.14,29.96,RCB,3.0
Pranav Verma,28,West Indies,Batter,290,10,5357,140.4,7,7.32,38.89,KKR,0.2
Aditya Yadav,23,West Indies,Allrounder,58,3,4123,96.1,324,5.27,23.58,PBKS,1.0
Rahul Naidu,27,Sri Lanka,Wicketkeeper,103,5,5147,119.6,0,0.0,52.66,LSG,0.2
Amit Mehta,30,Australia,Bowler,107,5,2365,143.1,873,6.42,36.32,DC,2.0
Sandeep Khan,33,Sri Lanka,Batter,150,10,6060,101.5,5,7.27,50.66,LSG,1.0
Amit Singh,32,Sri Lanka,Bowler,54,2,2158,105.1,589,6.98,37.93,KKR,3.0
Karthik Deshmukh,41,India,Bowler,97,4,3896,132.5,651,5.85,53.12,DC,1.0
Sandeep Sharma,34,India,Bowler,221,8,1492,127.4,486,6.2,21.76,MI,1.0
Sandeep Sharma,41,Australia,Bowler,54,2,2270,106.2,580,4.24,21.14,CSK,5.0
Ankit Kulkarni,37,England,Wicketkeeper,395,15,10926,139.6,0,0.0,45.32,KKR,0.2
Pranav Chopra,29,India,Bowler,47,3,827,145.2,97,4.52,25.42,RR,10.0
Sameer Reddy,26,England,Bowler,89,5,1885,109.9,148,5.14,33.03,MI,7.0
Irfan Deshmukh,29,India,Bowler,46,3,3190,124.3,232,4.97,34.26,PBKS,5.0
Harshit Khan,38,England,Bowler,297,19,378,98.4,390,7.75,24.98,PBKS,3.0
Pranav Malik,24,India,Allrounder,63,4,6514,132.6,461,5.18,21.91,GT,10.0
Karthik Patel,24,Sri Lanka,Wicketkeeper,17,1,4386,145.2,0,0.0,37.92,KKR,0.5
Pranav Iyer,22,India,Batter,73,4,5578,128.7,3,7.84,25.98,RCB,0.2
Karthik Shetty,39,India,Wicketkeeper,254,15,3962,106.9,0,0.0,31.16,RCB,1.0
Manoj Patel,21,India,Wicketkeeper,16,1,4481,130.6,0,0.0,27.35,RCB,7.0
Sandeep Deshmukh,37,West Indies,Wicketkeeper,54,2,9670,102.0,0,0.0,53.95,DC,0.2
Amit Verma,25,India,Bowler,43,2,1557,143.2,425,4.08,47.58,PBKS,3.0
Pranav Iyer,24,Australia,Batter,141,5,4697,103.1,4,7.04,25.1,LSG,15.0
Rahul Patel,42,India,Bowler,292,10,2797,133.6,484,6.65,47.4,SRH,7.0
Sameer Singh,38,England,Bowler,323,17,614,136.5,690,7.56,25.45,CSK,3.0
Amit Malik,27,India,Bowler,194,7,3468,145.5,455,4.93,27.33,PBKS,0.2
Harshit Deshmukh,29,India,Batter,196,7,13927,137.2,11,6.25,34.09,CSK,7.0
Harshit Patel,22,Sri Lanka,Batter,67,4,5324,134.0,8,9.22,23.16,KKR,3.0
Arjun Singh,24,England,Allrounder,84,4,4014,110.5,430,8.32,31.8,GT,0.2
Rohan Patel,22,India,Batter,34,2,10894,98.1,1,7.41,37.38,RCB,0.2
Nikhil Iyer,31,India,Allrounder,47,2,5553,119.1,182,5.43,32.27,LSG,10.0
Karthik Deshmukh,19,South Africa,Batter,28,1,12679,143.2,0,8.7,25.37,MI,5.0
Sandeep Malik,31,West Indies,Bowler,101,4,3871,117.4,189,5.39,25.3,SRH,7.0
